,지도표시 매체명,회사명,매체 위치좌표,,지번주소,도로명주소,규격,입지특성,,키워드1,키워드2,키워드3,키워드4,키워드5,거리뷰좌표,해상도,계약정보
638,신촌 현대백화점 유플렉스 지하연결통로 디지털포스터,인앤아웃컴퍼니,37.5568267,126.9365288,서울특별시 서대문구 창천동  30-1,서울특별시 서대문구 연세로  13 현대백화점 유플렉스,75인치 21대,.,06:00 - 24:00,현대백화점,대학가,,,,,1080 x 1920,1일 20초 100회 - 250만원/월패키지(전광판+지하통로) - 950만원/월*기재된 내용 외의 기간 및 비용 협의 가능
639,고양 일산 중앙로 전광판,인앤아웃컴퍼니,37.6637075,126.7707819,경기도 고양시 일산동구 정발산동  785-1,경기도 고양시 일산동구 중앙로  1322 일산현대아이스페이스,11.2 x 18.9m,.,06:00 - 24:00,일산,중앙로,,,,,1088 x 1856,"1일 15초 144회 - 1,000만원/월1일 20초 108회 - 1,000만원/월*기재된 내용 외의 기간 및 비용 협의 가능"
640,코엑스 S-LIVE MEDIA 전광판,인앤아웃컴퍼니,37.5122058,127.0587561,서울특별시 강남구 삼성동  159,서울특별시 강남구 영동대로  513 코엑스,"15.0 x 3.0m, 1.8 x 3.0m",.,07:00 - 23:00,코엑스,쇼핑,관광,,,,"7680 x 1536, 896 x 1536","1일 20초 100회 - 2,000만원/월1일 30초 70회 - 2,000만원/월*기재된 내용 외의 기간 및 비용 협의 가능"
641,롯데월드몰 아트캔버스,인앤아웃컴퍼니,37.5131993,127.1014513,서울특별시 송파구 신천동  29,서울특별시 송파구 올림픽로  300 롯데월드타워앤드롯데월드몰,7.3 X 2.7m,.,10:30 - 22:30,롯데몰,쇼핑,,,,,3712 x 1408,"1일 30초 90회 - 1,500만원/월*기재된 내용 외의 기간 및 비용 협의 가능"
642,부산 센텀시티역 디지털 패키지,인앤아웃컴퍼니,35.1693758,129.1320518,부산광역시 해운대구 우동  1524,부산광역시 해운대구 센텀남대로  76 부산지하철 센텀시티역,55인치 / 50인치,.,05:30 - 24:00,센텀시티,백화점,,,,,1920 x 1080 / 1080 x 1920,1일 20초 150회 - 250만원/월12개월 이상 - 200만원/월*기재된 내용 외의 기간 및 비용 협의 가능
643,부산 해운대 유카로오토모빌 전광판,인앤아웃컴퍼니,35.1588116,129.1561718,부산 해운대구 우동 650-4,부산 해운대구 해운대해변로221번길 4 (우동),13.0 x 17.2m,.,06:00 - 24:00,해운대,해수욕장,맛집,,,,1264 x 1728,"1일 30초 100회 - 1,500만원/월*기재된 내용 외의 기간 및 비용 협의 가능"
644,올림픽대로 로드블럭여의12 디지털야립,인앤아웃컴퍼니,37.5170187,126.9376519,서울특별시 영등포구 여의도동  63,서울 영등포구 63로 10 (여의도동),12.0 x 16.0m x 2면 x 6기(측면포함),.,06:00 - 24:00,도시고속,여의도,노량,,,,(192+1008) x (1408+192),"1일 15초 70회 - 6,000만원/월1일 30초 70회 - 1억원/월출퇴근 25분(5분x5회) - 1.5억원/월*기재된 내용 외의 기간 및 비용 협의 가능"
645,교대 일이타워 전광판,인앤아웃컴퍼니,37.4933082,127.0140545,서울특별시 서초구 서초동  1672-9,서울특별시 서초구 서초중앙로  130 일이타워,12.2 x 19.0m,.,06:00 - 24:00,교대역,법조타운,,,,,1216 x 1904,"1일 20초 100회 - 1,200만원/월1일 30초 100회 - 1,500만원/월*기재된 내용 외의 기간 및 비용 협의 가능"
646,부천 경인고속도로 서광빌딩 전광판,인앤아웃컴퍼니,37.5239463,126.7715567,경기도 부천시 오정구 삼정동  85-34,경기도 부천시 오정구 신흥로441번길  86 서광1급정비(주),16.0 x 10.0m,.,06:00 - 24:00,경인고속도로,부천IC,,,,,15600 x 9600,1일 20초 150회 - 600만원/월1일 30초 150회 - 800만원/월*기재된 내용 외의 기간 및 비용 협의 가능
647,목포 MBC 스테이션월,인앤아웃컴퍼니,34.791644,126.3857031,전라남도 목포시 명륜동  5-1,전라남도 목포시 영산로  101,13.9 x 15.7m,.,07:00 - 22:00,KTX,목포역교차로,,,,,1690 x 1920,1일 15초 80회 - 500만원/월1일 20초 80회 - 700만원/월1일 30초 80초 - 900만원/월*기재된 내용 외의 기간 및 비용 협의 가능
648,여의도 대승빌딩 전광판,인앤아웃컴퍼니,37.5178292,126.9157667,서울 영등포구 영등포동1가 20-1,서울 영등포구 경인로114길 26 (영등포동1가),18.2 x 9.0m,.,06:00 - 24:00,올림픽대로,영등포로터리,노들길,,,,-,1일 20초 100회 - 800만원/월*기재된 내용 외의 기간 및 비용 협의 가능
649,강서구청사거리 귀뚜라미빌딩 전광판,인앤아웃컴퍼니,37.5558082,126.8510957,서울특별시 강서구 화곡동  1094,서울특별시 강서구 공항대로  396 (주)귀뚜라미보일러사옥빌딩,16.0 x 9.0m,.,06:00 - 24:00,강서구청,공항대로,,,,,1536 x 896,1일 20초 100회 - 800만원/월*기재된 내용 외의 기간 및 비용 협의 가능
650,강서구청사거리 경향빌딩 전광판,인앤아웃컴퍼니,37.5562761,126.8534799,서울 강서구 등촌동 656-54,서울 강서구 공항대로 411 (등촌동),14.0 x 7.0m,.,06:00 - 24:00,강서구청,등촌동,,,,,1376 x 688,1일 20초 100회 - 600만원/월*기재된 내용 외의 기간 및 비용 협의 가능
651,구로 대창빌딩 전광판,인앤아웃컴퍼니,37.4835533,126.9024876,서울 관악구 신림동 1655,서울 관악구 시흥대로 570 (신림동),12.0 x 7.0m,.,06:00 - 24:00,구로산업단지,도림천,,,,,-,1일 20초 100회 - 700만원/월*기재된 내용 외의 기간 및 비용 협의 가능
652,코엑스 오크우드몰 디지털 미디어,(주)라이프스케이프,37.5117763,127.0596974,서울특별시 강남구 삼성동  159,서울특별시 강남구 영동대로  513 코엑스,canvas Media 3.6m x 5m x 1기 / Digital Media 4.5m x 2.5m x 1기,강남구 삼성동 5성급 호텔오크우드,07:00 - 24:00,,,,,,,1920 x 2700 / 1920 x 1080,1일 20초 120회 2기 600만원/월1일 20초 120회 1기 350만원/월
653,청주 사창사거리 재원빌딩 전광판,인앤아웃컴퍼니,36.6346904,127.4605429,충북 청주시 서원구 사창동 257-1,충북 청주시 서원구 1순환로 661 (사창동),11.0 x 5.0m,.,06:00 - 24:00,사창사거리,상습정체구간,,,,,제작가이드 별도문의,1일 20초 100회 - 300만원/월*기재된 내용 외의 기간 및 비용 협의 가능
654,청주 신한은행 전광판,인앤아웃컴퍼니,36.636777,127.4849693,충북 청주시 상당구 영동 86-3,충북 청주시 상당구 사직대로 343 (영동),12.0 x 8.0m,.,06:00 - 24:00,청주대교,사직대로,,,,,제작가이드 별도문의,1일 20초 100회 - 300만원/월*기재된 내용 외의 기간 및 비용 협의 가능
655,청주시외버스터미널 대합실 전광판,인앤아웃컴퍼니,36.625328,127.4316927,충북 청주시 흥덕구 가경동 1449,충북 청주시 흥덕구 풍산로 6 (가경동),3.2 x 1.6m,.,07:00 - 21:00,,,,,,,제작가이드 별도문의,1일 20초 100회 - 150만원/월*기재된 내용 외의 기간 및 비용 협의 가능
656,원주 단계동 대호빌딩 전광판,인앤아웃컴퍼니,37.3444803,127.929959,강원특별자치도 원주시 단계동 876-4,강원특별자치도 원주시 서원대로 165 (단계동),11.0 x 7.0m,.,06:00 - 23:00,버스터미널,서원대로,,,,,1056 x 464,1일 20초 200회 - 300만원/월*기재된 내용 외의 기간 및 비용 협의 가능
657,창원 소계광장사거리 LG전자 전광판,인앤아웃컴퍼니,35.2552347,128.6063601,경남 창원시 의창구 팔용동 149-11,경남 창원시 의창구 창원대로 1 (팔용동),15.0 x 8.0m,.,06:00 - 23:50,소계광장,창원대로,,,,,528 x 368,1일 20초 100회 - 500만원/월*기재된 내용 외의 기간 및 비용 협의 가능
658,인천 구월동 로데오광장 전광판,인앤아웃컴퍼니,37.4451628,126.7019148,인천 남동구 구월동 1463-1,인천 남동구 성말로 12 (구월동),7.6 x 4.7m,.,06:00 - 24:00,구월동,로데오광장,,,,,제작가이드 별도문의,1일 20초 100회 - 300만원/월*기재된 내용 외의 기간 및 비용 협의 가능
659,종로3가 화암빌딩 옥상 빌보드,인앤아웃컴퍼니,37.5701617,126.9929939,서울특별시 종로구 종로3가  146-1,서울특별시 종로구 종로  138-1 화암빌딩,"7.8 x 6.0m x 2면, 15.4 x 6.0m x 2면",.,00:00 - 24:00,종로3가,12번출구,,,,,-,"1기 - 1,400만원/월*최소 2년 계약*기재된 내용 외의 기간 및 비용 협의 가능"
660,부산 해운대 송호빌딩 전광판,인앤아웃컴퍼니,35.1642265,129.1594647,부산 해운대구 우동 552-16,부산 해운대구 해운대로 629 (우동),12.0 x 7.0m,.,06:00 - 24:00,해운대,해수욕장,,,,,제작가이드 별도문의,1일 20초 100회 - 500만원/월*기재된 내용 외의 기간 및 비용 협의 가능
661,부산 서면 기업은행빌딩 전광판,인앤아웃컴퍼니,35.1585487,129.0593379,부산 부산진구 부전동 260-4,부산 부산진구 중앙대로 735 (부전동),13.0 x 9.0m,.,06:00 - 24:00,서면교차로,서면역,,,,,1920 x 1080,1일 20초 100회 - 500만원/월*기재된 내용 외의 기간 및 비용 협의 가능
662,인천국제공항제1터미널,(주)라이프스케이프,37.4496136,126.4510707,인천광역시 중구 운서동  2851,인천광역시 중구 공항로  271 인천국제공항역,매체별 상이->광고매체소개서 확인,인천국제공항 제 1터미널,05:00 - 24:00,,,,,,,매체별 상이->광고매체소개서 확인,매체별 상이->광고매체소개서 확인
663,인천국제공항제2터미널,(주)라이프스케이프,37.4676515,126.4354049,인천광역시 중구 운서동  2868,인천광역시 중구 제2터미널대로  446,매체별 상이->광고매체소개서 확인,인천 국제공항 제 2터미널,05:00 - 24:00,,,,,,,매체별 상이->광고매체소개서 확인,매체별 상이->광고매체소개서 확인
664,강남역 글로리강남 전광판,인앤아웃컴퍼니,37.4972012,127.0262283,서울특별시 서초구 서초동  1320,서울특별시 서초구 서초대로74길  3 윤빌딩,18.0 x 8.0m,.,06:00 - 24:00,서초대로,테헤란로,,,,,1776 x 768,"1일 20초 100회 - 1,200만원/월1일 30초 100회 - 1,500만원/월*기재된 내용 외의 기간 및 비용 협의 가능"
665,김포국제공항,(주)라이프스케이프,37.5668076,126.8005286,서울특별시 강서구 방화동  882,서울특별시 강서구 하늘길  38 김포공항. 롯데몰. 스카이시티,매체별 상이->광고매체소개서 확인,김포공항,05:00 - 24:00,,,,,,,매체별 상이->광고매체소개서 확인,매체별 상이->광고매체소개서 확인
666,대구 범어네거리 대구일보 전광판,인앤아웃컴퍼니,35.8596935,128.627356,대구광역시 수성구 범어동  177-16,대구광역시 수성구 동대구로  330,14.7 x 8.3m,.,06:00 - 24:00,범어네거리,동대구로,,,,,1920 x 1080,1일 20초 120회 - 300만원/월*기재된 내용 외의 기간 및 비용 협의 가능
667,대구 범어네거리 ISJ 전광판,인앤아웃컴퍼니,35.8584284,128.6272236,대구 수성구 범어동 190-9,대구 수성구 달구벌대로 2420 (범어동),12.5 x 7.7m,.,06:00 - 24:00,범어네거리,삼성증권,방송국,,,,제작가이드 별도문의,1일 20초 120회 - 250만원/월*기재된 내용 외의 기간 및 비용 협의 가능
668,용산 해태제과 전광판,인앤아웃컴퍼니,37.540719,126.9736395,서울 용산구 남영동 131-1,서울 용산구 한강대로72길 3 (남영동),15.3 x 8.4m,.,06:00 - 24:00,전쟁기념관,한강대로,,,,,1920 x 1080,1일 20초 100회 - 500만원/월1일 30초 67회 - 500만원/월*기재된 내용 외의 기간 및 비용 협의 가능
669,포항 대잠사거리 전광판,인앤아웃컴퍼니,36.0123855,129.3434936,경북 포항시 남구 대잠동 955,경북 포항시 남구 새천년대로 408 (대잠동),13.0 x 9.0m,.,07:00 - 22:00,대잠사거리,새천년대로,,,,,960 x 640,1일 20초 120회 - 300만원/월*기재된 내용 외의 기간 및 비용 협의 가능
670,충무로 인영빌딩 전광판,인앤아웃컴퍼니,37.5609424,126.9939263,서울 중구 필동2가 4-7,서울 중구 퇴계로 198 (필동2가),9.0 x 7.0m,.,06:00 - 24:00,한류관광코스,인현시장,,,,,832 x 640,1일 20초 100회 - 700만원/월*기재된 내용 외의 기간 및 비용 협의 가능
671,강남대로 미래빌딩 전광판,인앤아웃컴퍼니,37.5122162,127.0203353,서울 서초구 잠원동 36-14,서울 서초구 강남대로 565 (잠원동),14.0 x 7.0m,.,06:00 - 24:00,논현역,강남대로,정체구간,,,,848 x 432,1일 20초 100회 - 700만원/월*기재된 내용 외의 기간 및 비용 협의 가능
672,신설동 스파이스빌딩 전광판,인앤아웃컴퍼니,37.5754969,127.0223428,서울 종로구 숭인동 1266,서울 종로구 종로 407 (숭인동),10.6 x 6.3m,.,06:00 - 24:00,학원밀집지역,신설동역,오거리,,,,480 x 288,1일 20초 100회 - 700만원/월*기재된 내용 외의 기간 및 비용 협의 가능
673,불광역 보광빌딩 전광판,인앤아웃컴퍼니,37.6108049,126.9300557,서울 은평구 불광동 281-92,서울 은평구 통일로 730 (불광동),15.0 x 7.5m,.,06:30 - 23:30,불광역사거리,먹자골목,북한산둘레길,,,,제작가이드 별도문의,1일 20초 100회 - 700만원/월*기재된 내용 외의 기간 및 비용 협의 가능
674,세종대로 세계빌딩 전광판,인앤아웃컴퍼니,37.5645599,126.9765829,서울 중구 태평로2가 361-1,서울 중구 세종대로 91 (태평로2가),12.0 x 7.0m,.,06:00 - 24:00,덕수궁,시립미술관,서소문,,,,1280 x 720,1일 20초 100회 - 700만원/월*기재된 내용 외의 기간 및 비용 협의 가능
675,청주터미널사거리 WM타워 전광판,인앤아웃컴퍼니,36.6276232,127.4299602,충청북도 청주시 흥덕구 가경동  1025,충청북도 청주시 흥덕구 풍년로205번길  57,12.0 x 8.5m,.,06:00 - 22:00,터미널사거리,청주고속버스,청주시외버스,,,,1088 x 768,1일 20초 100회 - 300만원/월*기재된 내용 외의 기간 및 비용 협의 가능
676,신분당선 판교역 미디어가든,인앤아웃컴퍼니,37.3947578,127.1111687,경기도 성남시 분당구 백현동  534-1,경기도 성남시 분당구 분당내곡로  121,75인치 14기 56면,.,05:30 - 25:00,신분당선,카카오,현대백화점,,,,1080 x 1920,"1일 20초 120회 - 1,200만원/월*기재된 내용 외의 기간 및 비용 협의 가능"
677,광화문 새문안로 구세군회관 전광판,인앤아웃컴퍼니,37.5704133,126.9722792,서울특별시 종로구 신문로1가  58-1,서울특별시 종로구 새문안로  69 구세군회관,14.1 x 8.0m,.,06:00 - 24:00,역사박물관,경희궁,,,,,1920 x 1080,"1일 20초 100회 - 1,200만원/월*기재된 내용 외의 기간 및 비용 협의 가능"
678,명동성당 재원빌딩 전광판,인앤아웃컴퍼니,37.5638663,126.9858154,서울 중구 명동2가 2-1,서울 중구 명동길 62 (명동2가),6.5 x 9.5m,.,06:00 - 24:00,명동거리,명동대성당,,,,,640 x 928,1일 20초 100회 - 600만원/월*기재된 내용 외의 기간 및 비용 협의 가능
679,구로 고척스카이돔 경동나비엔 전광판,인앤아웃컴퍼니,37.5009708,126.8746491,서울 구로구 구로동 1258,서울 구로구 경인로53길 15 (구로동),20.2 x 10.1m,.,06:00 - 24:00,서부간선도로,고척스카이돔,안양천,,,,2016 x 1088,1일 20초 100회 - 600만원/월*기재된 내용 외의 기간 및 비용 협의 가능
680,올림픽대로 로드블럭여의12 디지털야립,인앤아웃컴퍼니,37.5183663,126.9446736,서울특별시 영등포구 여의도동  87,서울 영등포구 여의동로 252 (여의도동),12.0 x 16.0m x 2면 x 6기(측면포함),.,06:00 - 24:00,올림픽대로,여의도 구간,,,,,(192+1008) x (1408+192),"1일 15초 70회 - 6,000만원/월1일 30초 70회 - 1억원/월출퇴근 25분(5분x5회) - 1.5억원/월*기재된 내용 외의 기간 및 비용 협의 가능"
681,독립문사거리 에이트타워 전광판,인앤아웃컴퍼니,37.5721446,126.9611261,서울 종로구 교북동 126-2,서울 종로구 사직로 8 (교북동),16.0 x 5.0m,.,06:00 - 24:00,독립문역,경희궁,교북동,독립공원,,,제작가이드 별도문의,1일 20초 100회 - 500만원/월*기재된 내용 외의 기간 및 비용 협의 가능
682,시그니처 홍대 전광판,인앤아웃컴퍼니,37.5547361,126.9215593,서울특별시 마포구 서교동  354-3,서울특별시 마포구 양화로  136,28.5 x 7.6m,.,06:00 - 24:00,홍대사거리,글로벌,2030,,,,3540 x 960,"1일 20초 100회 - 1,200만원/월1일 30초 100회 - 1,500만원/월*기재된 내용 외의 기간 및 비용 협의 가능"
683,지하철 고속터미널역 3호선 승강장 기둥,인앤아웃컴퍼니,37.5049228,127.0049451,서울특별시 서초구 반포동  19-11,서울특별시 서초구 신반포로  188 강남고속터미널역,"46""패널 5대",.,05:00 - 25:00,승강장,환승역,3호선,,,,-,"1세트 - 2,000만원/월*기재된 내용 외의 기간 및 비용 협의 가능"
684,인천 지하철 계양역 디지털사이니지,인앤아웃컴퍼니,37.5716689,126.7363502,인천광역시 계양구 귤현동  451-264,인천광역시 계양구 다남로  24 계양역,55인치 x 4기,.,05:30 - 24:30,,,,,,,1920 x 1080,1일 20초 180회 - 80만원/월1일 10초 (스틸) - 70만원/월*기재된 내용 외의 기간 및 비용 협의 가능
685,인천 지하철 작전역 디지털사이니지,인앤아웃컴퍼니,37.5302478,126.7225192,인천 계양구 작전동 878,인천 계양구 계양대로 지하 73 (작전동),55인치 x 8기,.,05:30 - 24:30,,,,,,,1920 x 1080,1일 20초 180회 - 190만원/월1일 10초 (스틸) - 170만원/월*기재된 내용 외의 기간 및 비용 협의 가능
